StartDate,EndDate,ANONYMIZED_1,ANONYMIZED_2,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,ANONYMIZED_3,ANONYMIZED_4,ANONYMIZED_5,ANONYMIZED_6,ANONYMIZED_7,ANONYMIZED_8,DistributionChannel,UserLanguage,Q2_1,PID,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q32_First Click,Q32_Last Click,Q32_Page Submit,Q32_Click Count,Q80,Q34_1,Q34_2,Q34_3,Q34_4,Q34_5,Q34_6,Q42_First Click,Q42_Last Click,Q42_Page Submit,Q42_Click Count,Q75_1,Q75_2,Q75_3,Q75_4,Q75_5,Q75_6,Q47_First Click,Q47_Last Click,Q47_Page Submit,Q47_Click Count,Q76_1,Q76_2,Q76_3,Q76_4,Q76_5,Q76_6,Q47,Iroh_Code,Q57_First Click,Q57_Last Click,Q57_Page Submit,Q57_Click Count,Q81,Q77_1,Q77_2,Q77_3,Q77_4,Q77_5,Q77_6,Q62_First Click,Q62_Last Click,Q62_Page Submit,Q62_Click Count,Q78_1,Q78_2,Q78_3,Q78_4,Q78_5,Q78_6,Q67_First Click,Q67_Last Click,Q67_Page Submit,Q67_Click Count,Q79_1,Q79_2,Q79_3,Q79_4,Q79_5,Q79_6,Q75,Q83,Q85,Q72,Q73,Q82,SC0,ANONYMIZED_9,ANONYMIZED_10,AttentionCheck
20/06/2021 10:33,20/06/2021 11:00,ANONYMIZED,ANONYMIZED,100,1624,TRUE,20/06/2021 11:00,R_2c7sHtCeP4ONo5n,ANONYMIZED,ANONYMIZED,ANONYMIZED,ANONYMIZED,ANONYMIZED,ANONYMIZED,anonymous,EN,5,92,Aang,Katara and Sokka,"They are reincarnated from the previous Avatar, cycling between Nations over time.",I do not know the answer to this question.,I do not know the answer to this question.,I do not know the answer to this question.,"Though I don't remember him well, he was part of the fire nation and took the role as Zuko and Azula's uncle. He was very caring towards them both. ",She's a very loving and caring character who can also be spunky as well. She acts almost like a motherly character during her adventures with Aang and Sokka.,138.363,138.363,139.024,1,"Zuko thinks he found something important from the beam of light he witnessed, but Iroh tried to convince him that it's just a celestial light and he should just relax.",4,1,1,3,2,5,0,0,86.325,0,4,1,2,4,2,4,0,0,105.399,0,6,2,4,3,1,6,"Iroh is wise in his own way, but others, especially young and impressionable children would think that he is lazy or unwise. His mantra is to just relax and have a good time, but since he is part of the fire nation, he doesn't get a chance to do that and he only weighs down Zuko.",1,0,0,62.632,0,Aang seemed upset about what happened to his relatives and Katara tried to console him by saying she went through the same thing and all they can do is be a family now.,2,6,1,6,1,1,96.979,96.979,97.498,1,1,6,1,6,1,1,0,0,102.856,0,2,7,2,5,6,2,"Katara is very wise in all 3 scenes. She was always there to console Aang when he needed it and encouraged him to do something at the expense of Katara's inability to do something (like learning water bending from a professional). She was always so kind and compassionate towards everyone, even when they didn't see eye to eye with her.",20,Female,This was super fun! Made me want to rewatch Avatar again after 10 years of not having seen it.,,How different people would view each character and why; different perspectives ,2,ANONYMIZED,ANONYMIZED,1
20/06/2021 10:44,20/06/2021 11:01,ANONYMIZED,ANONYMIZED,100,967,TRUE,20/06/2021 11:01,R_3kzYRVFYqPcohig,ANONYMIZED,ANONYMIZED,ANONYMIZED,ANONYMIZED,ANONYMIZED,ANONYMIZED,anonymous,EN,6,93,Aang,Katara and Sokka,"They are reincarnated from the previous Avatar, cycling between Nations over time.",The south and north poles,Takes away his bending,Enhance the power of fire bending,Iroh is wise and peaceful. He has suffered great loss and cares deeply about his nephew Zuko.,"She is strong willed and a very powerful bender. She hold the team together through her actions, acting as a 'mom' of the group.",0,0,60.955,0,"A ray of energy appears and Zuko wants to pursue it thinking it is the avatar. Iroh tries to convince him to relax and that it is nothing,",3,4,1,6,1,3,0,0,61.176,0,6,3,1,3,1,5,0,0,100.047,0,4,3,1,3,1,5,"Iroh appears at face value to be unwise in these scenes. He foils Zuko's efforts in finding the avatar with his hijinks. But at a deeper scale, I believe he is being wise. He does not want to help Zuko find and capture the avatar. He wants to help Zuko find himself and his own destiny, not the one forced upon him by his abusive father. By distracting him I believe he is being wise. ",1,59.682,59.682,60.994,1,Katara talks Aang down from the avatar state after he realizes his village had been destroyed. ,1,6,1,6,1,1,0,0,89.324,0,1,7,1,7,1,1,0,0,114.397,0,1,7,1,7,3,1,Katara is very wise. She brings peace to the group even in times of hardship. She sees the positive in situations and sacrifices her own desires for the good of the group.,24,Female,This is the best study I have ever completed haha. Avatar>>,No,Perceptions of different characters from scenes,3,ANONYMIZED,ANONYMIZED,1
20/06/2021 10:44,20/06/2021 11:03,ANONYMIZED,ANONYMIZED,100,1143,TRUE,20/06/2021 11:03,R_3oEJePZ4wx9T1dv,ANONYMIZED,ANONYMIZED,ANONYMIZED,ANONYMIZED,ANONYMIZED,ANONYMIZED,anonymous,EN,7,94,Aang,Katara and Sokka,"They are reincarnated from the previous Avatar, cycling between Nations over time.",The south and north poles,Takes away his bending,Mark the arrival of a new Avatar,,,62.473,62.473,63.124,1,Zugo shows eagerness to follow the light from the sky and his uncle sits calm playing his game.,3,1,1,4,1,6,0,0,95.206,0,1,3,2,6,1,1,0,0,109.838,0,1,1,1,3,1,6,Iroh is a peaceful person who hopes to change Zugo someday through teaching calmness,1,0,0,62.922,0,Katara calmed down Aang when he was in Avatar state.,1,7,1,7,1,1,0,0,93.467,0,1,7,1,7,1,1,2.455,2.455,105.794,1,1,7,1,7,5,1,Katara is wise because she knows what to say to calm down Aang when he is angry. She has always been there for him when needed it the most,21,Male,,,,4,ANONYMIZED,ANONYMIZED,1
20/06/2021 10:48,20/06/2021 11:04,ANONYMIZED,ANONYMIZED,100,953,TRUE,20/06/2021 11:04,R_2RXhsGEw5QC9HZz,ANONYMIZED,ANONYMIZED,ANONYMIZED,ANONYMIZED,ANONYMIZED,ANONYMIZED,anonymous,EN,3,95,Aang,I do not know the answer to this question.,I do not know the answer to this question.,I do not know the answer to this question.,I do not know the answer to this question.,I do not know the answer to this question.,,,0,0,62.881,0,Two characters see a bright beam of light while traveling on a ship.,2,3,3,6,1,2,0,0,88.385,0,6,2,6,3,1,6,0,0,102.432,0,7,2,5,5,1,5,In my judgement Iroh is unwise in these scenes. He seems selfish and foolish. He seems selfish for not considering the needs of his nephew and foolish especially when he bought random things he didn't need from the market.,0,0,0,60.877,0,Katara calms Aang down after they see that firebenders destroyed a temple.,1,7,1,6,2,1,0,0,90.428,0,2,5,2,6,5,2,0,0,103.368,0,1,7,2,5,6,2,Katara is wise in these three scenes. She uses her knowledge to help guide Aang in all the scenes. She seems to be very smart and uses her intelligence to achieve her goals.,21,Male,,,,1,ANONYMIZED,ANONYMIZED,1
20/06/2021 10:44,20/06/2021 11:05,ANONYMIZED,ANONYMIZED,100,1224,TRUE,20/06/2021 11:05,R_290JmM7z8augrqJ,ANONYMIZED,ANONYMIZED,ANONYMIZED,ANONYMIZED,ANONYMIZED,ANONYMIZED,anonymous,EN,2,96,Aang,I do not know the answer to this question.,"They are reincarnated from the previous Avatar, cycling between Nations over time.",The south and north poles,Takes away his bending,Enhance the power of fire bending,,,2.713,61.775,62.817,4,Iron was playing cards and sipping tea ,2,4,2,6,2,4,3.917,95.021,96.054,7,4,4,1,4,1,5,4.789,153.946,155.038,14,3,5,2,6,1,1,He is wise. He is old. Iroh knows how to remain calm In stressful times. ,1,1.083,63.309,64.353,4,Katarra helps ang,1,7,1,7,3,1,1.371,95.373,96.261,7,1,7,1,7,1,1,1.238,106.575,107.847,6,3,7,1,5,4,1,She is wise but needs control. She is helpful. She wants ang to succeed,22,Female,No,No,Comprehension,3,ANONYMIZED,ANONYMIZED,1
20/06/2021 10:38,20/06/2021 11:16,ANONYMIZED,ANONYMIZED,100,2249,TRUE,20/06/2021 11:16,R_2rOvsEa66XoIZZg,ANONYMIZED,ANONYMIZED,ANONYMIZED,ANONYMIZED,ANONYMIZED,ANONYMIZED,anonymous,EN,7,97,Aang,Katara and Sokka,"They are reincarnated from the previous Avatar, cycling between Nations over time.",The south and north poles,Takes away his bending,Enhance the power of fire bending,One of my favorites that was shown to be good all along and kind of formed a bridge between the good and bad groups. ,"She was the responsible ""mom"" of the group. Over time the character developed very well from novice to master in waterbending.",127.229,137.322,182.712,2,prince zuko saw a light beam that he thinks is the avatar. an Iroh doesn't want to.,2,3,2,6,1,3,0,0,181.885,0,3,2,2,6,1,3,24.373,24.373,74.807,1,4,2,2,4,1,4,he seems unwise to stop the ship in course or want to do other things. ,0,5.1,37.867,117.606,3,katara is trying to get ang out of the avatar state by calming him down.,2,6,1,6,3,2,42.7,42.7,166.651,1,1,6,1,6,3,2,50.597,50.597,64.168,1,2,6,1,6,5,2,"she is wise, caring and forward looking. She was the only one to help ang get through the new world",23,Male,,,,3,ANONYMIZED,ANONYMIZED,1
20/06/2021 10:38,20/06/2021 11:16,ANONYMIZED,ANONYMIZED,100,2332,TRUE,20/06/2021 11:16,R_2Ys6y9IR2DK5Fcx,ANONYMIZED,ANONYMIZED,ANONYMIZED,ANONYMIZED,ANONYMIZED,ANONYMIZED,anonymous,EN,5,98,Aang,Katara and Sokka,"They are reincarnated from the previous Avatar, cycling between Nations over time.",The south and north poles,Takes away his bending,Enhance the power of fire bending,I despise him,she is my favorite character,0,0,160.654,0,"Iroh is not concerned with checking out the light source, while Zuko is.",3,3,3,4,3,3,0,0,164.233,0,4,2,3,3,3,4,0,0,121.402,0,4,3,3,4,3,4,his wise as he trying to convince Zuko to stop hunting the avatar and have fun instead,1,4.486,4.486,71.66,1,Katara Helps Ang grief the loss of his family,1,4,1,7,4,1,0,0,103.04,0,2,4,1,6,4,1,4.074,122.537,124.417,3,1,4,1,7,7,1,she is wise. cause has helped ang with process his grief and was willing to challenge that guy's sexist beliefs,25,Other/Decline to Specify,,,,3,ANONYMIZED,ANONYMIZED,1
20/06/2021 11:06,20/06/2021 11:34,ANONYMIZED,ANONYMIZED,100,1680,TRUE,20/06/2021 11:34,R_2CBvLbvmhWqgkSP,ANONYMIZED,ANONYMIZED,ANONYMIZED,ANONYMIZED,ANONYMIZED,ANONYMIZED,anonymous,EN,7,99,Aang,Katara and Sokka,"They are reincarnated from the previous Avatar, cycling between Nations over time.",The south and north poles,Takes away his bending,Enhance the power of fire bending,One of the best characters in my opinion. A great role model for his calm demeanor and growth from a darker past of carrying out the fire nation's wars.,"I think she's a good character. Some people found her annoying for being too motherly, but I think she was just trying to take care of her friends. And she became a master water bender through hard work.",52.446,60.885,61.24,2,Zuko wanted to head toward the lights in the sky because he thought it must be the Avatar but Iroh insisted it was just celestial lights,4,4,4,4,1,4,48.355,48.939,85.274,2,6,2,4,3,1,5,29.9,85.452,101.769,3,1,4,3,6,1,1,"The first scene initially makes him look unwise because he derails the ship's course for a game tile, but later in the show you learn that the lotus tile is very important so I feel it is wise that he wanted to get a replacement. The second scene shows an unwise decision from him, as he fell asleep even though Zuko said he would leave without him if he wasn't back. The third scene I'm not sure about, as I think the lights do end up being the Avatar, but I think he may have been wise in not wanting Zuko to get his hopes up or too excited in case it isn't the Avatar or he isn't able to capture him.",1,0,0,61.718,0,Aang was upset and going into the avatar state I think but Katara calmed him down by reassuring him that he has a new family in her and Sokka,1,7,1,7,1,1,0,0,90,0,1,4,1,7,1,1,0,0,101.839,0,2,7,2,5,7,3,I think Katara is wise in these scenes. In the first she found a way to prevent Aang from losing control of himself in the Avatar state. In the second she made him feel better about not preventing the forest from being burned down and gave him hope that it would grow back. In the third she put aside her anger at master Paku to make sure Aang didn't lose his chance at learning from a water bending master.,22,Female,"Thank you for this study, it was definitely one of the most enjoyable I have had on Prolific",,"Looking for a difference in impressions/opinions of two main characters based on how familiar a viewer is with the series after watching scenes that might paint them in a certain way. I imagine you'd expect those familiar with the series to be more forgiving of Iroh, and those unfamiliar to think he was lazy and unhelpful based on the scenes shown. I feel like some fans of the series don't like Katara very much, so they might not find her as wise as someone with no prior knowledge of the series would based on what they saw.",3,ANONYMIZED,ANONYMIZED,1
20/06/2021 11:47,20/06/2021 12:09,ANONYMIZED,ANONYMIZED,100,1318,TRUE,20/06/2021 12:09,R_2sZPYpfgdQoqHP7,ANONYMIZED,ANONYMIZED,ANONYMIZED,ANONYMIZED,ANONYMIZED,ANONYMIZED,anonymous,EN,6,100,Aang,Katara and Sokka,"They are reincarnated from the previous Avatar, cycling between Nations over time.",The south and north poles,I do not know the answer to this question.,Mark the arrival of a new Avatar,"Iroh was always funny, used as the comedic relief to Zuko and his pessimism. I liked Iroh and his tea times.",I really love Katara and her water bending skills. She's strong and smart and I really loved the episode on blood bending.,0,0,60.744,0,"It was Iroh and Zuko on their ship, Iroh was drinking tea and playing games while Zuke was focused on the light of what he thinks is the Avatar",4,1,1,4,1,7,22.48,125.949,189.844,5,3,2,1,4,1,4,1.515,1.515,103.407,1,3,1,1,3,1,7,"I do think Iroh is wise, but maybe in a less direct way that you'd expect. He sometimes suggests the lazy, peaceful solution but he does well to contrast Zuko's redhot anger. Iroh is the perfect wise old fool to be with Zuko, to show him that he doesn't have to be so serious",1,0,0,88.22,0,"Aang went into the Avatar-like state and Katara and Sokka but mostly Katara consoled him and calmed him down, reminding him that they care about him ",1,7,1,6,1,1,0,0,97.943,0,2,7,1,6,1,1,24.042,24.042,125.174,1,2,7,4,6,6,4,"I think overall, she acted fairly wisely. She did get mad when she was not given the oppurtunity to learn to water bend because of her gender, but she's usually a very supportive friend who knows how best to handle feelings and emotions ",22,Female,,,I have no idea! Maybe something on we feel about supporting characters in Avatar?,3,ANONYMIZED,ANONYMIZED,1
20/06/2021 21:07,20/06/2021 21:26,ANONYMIZED,ANONYMIZED,100,1139,TRUE,20/06/2021 21:26,R_3hzJ5dCbX0jSBIT,ANONYMIZED,ANONYMIZED,ANONYMIZED,ANONYMIZED,ANONYMIZED,ANONYMIZED,anonymous,EN,7,101,Aang,Katara and Sokka,"They are reincarnated from the previous Avatar, cycling between Nations over time.",The south and north poles,Takes away his bending,Enhance the power of fire bending,"He is calm, he is strong. He was supposed to be the Firelord until Ozai usurped him.",Katara is a determined to hurt the person who killed her mom.,0,0,60.997,0,Zuko is showing himself to be very tempermental while Iroh is being calm.,2,3,2,5,1,3,0,0,92.038,0,2,1,3,4,1,4,0,0,113.997,0,6,2,4,4,2,5,Iroh seems to be a very calm and wise person from these scenes. He is not as focused on capturing the Avatar as Zuko and often tells him to calm down.,1,0,0,61.22,0,Katara was comparing what happened to the Monk and how it impacted Aang to what happened to her mom.,3,6,1,6,2,1,0,0,98.616,0,2,5,1,6,1,1,0,0,105.918,0,2,5,2,6,5,3,"Katara seems to be a very wise person. She is being thoughtful and nice to Aang. in the last scene, she showed how she put her desire for Aang to learn waterbending before her own pride.",22,Male,Best show ever,,,3,ANONYMIZED,ANONYMIZED,1
20/06/2021 22:41,20/06/2021 23:02,ANONYMIZED,ANONYMIZED,100,1250,TRUE,20/06/2021 23:02,R_3spRiLSXcx6mFPR,ANONYMIZED,ANONYMIZED,ANONYMIZED,ANONYMIZED,ANONYMIZED,ANONYMIZED,anonymous,EN,7,102,Aang,Iroh and Ozai,"They are reincarnated from the previous Avatar, cycling between Nations over time.",The south and north poles,Takes away his bending,Enhance the power of fire bending,,Katara is a very mature and well rounded character although in some parts of the show she comes across as self important as she always talks about her dead mother. She is very strong willed and will even destroy her own grudges against her worst enemies. ,0.79,59.382,61.095,6,"Prince Zuko sees Aang’s source of light and tells his uncle, Iroh that his search for Aang is soon coming to an end, but Iroh warns Zuko not to get too excited in case what they find is not the Avatar.",1,2,1,5,1,2,1.034,108.389,116.572,10,2,1,1,3,1,6,1.006,67.482,101.837,7,5,3,4,4,1,7,"Iroh always had a very strange way in being wise, in this case Iroh was being very wise when it came to the future of the Avatar, but his actions were not very wise in comparison to helping his nephew capture the Avatar.",1,1.326,61.662,61.686,5,"Aang finds out that the fire benders have found the temple of his old home and destroyed it, making Aang burst out into a fit of range that Katara has to calm him down from.",1,7,1,7,1,1,0.928,123.635,124.225,12,1,5,1,7,1,1,11.636,64.241,114.27,8,2,7,4,5,7,3,Katara was very wise in these three scenes because she focused on the future of Aang in every scenario.,24,Female,,,,4,ANONYMIZED,ANONYMIZED,1
20/06/2021 23:39,21/06/2021 00:04,ANONYMIZED,ANONYMIZED,100,1461,TRUE,21/06/2021 00:04,R_1lypaNaR1ikSIz1,ANONYMIZED,ANONYMIZED,ANONYMIZED,ANONYMIZED,ANONYMIZED,ANONYMIZED,anonymous,EN,1,103,Aang,I do not know the answer to this question.,I do not know the answer to this question.,I do not know the answer to this question.,I do not know the answer to this question.,I do not know the answer to this question.,,,0,0,98.397,0,"Iroh's nephew is looking to hunt down the avatar, but Iroh tries to calm him down.",1,5,2,5,1,1,0,0,86.998,0,1,1,3,4,1,2,0,0,106.51,0,1,5,3,6,1,2,Iroh is wise in his three scenes. He always tries to calm his nephew when he is getting angry or looking for trouble. He never gets angry and treats others with kindness.,1,0,0,75.26,0,Aang is upset and Katara comforts him.,1,7,1,7,1,1,0,0,102.198,0,1,6,1,7,1,1,0,0,111.66,0,1,7,1,7,1,1,"Katara is wise in all three scenes. She always seems to know what is best for the other characters, especially Aang. She doesn't let her emotions get the best of her.",20,Female,"This was an interesting study. I had never seen Avatar before, so it was interesting to be introduced to an unfamiliar show.",,I think you might be studying how different people interpret characters in the media. This might give a general consensus of how people from various demographics see different fictitious characters.,1,ANONYMIZED,ANONYMIZED,1
20/06/2021 23:40,21/06/2021 00:05,ANONYMIZED,ANONYMIZED,100,1469,TRUE,21/06/2021 00:05,R_11Xy5aQaPzwz54x,ANONYMIZED,ANONYMIZED,ANONYMIZED,ANONYMIZED,ANONYMIZED,ANONYMIZED,anonymous,EN,7,104,Aang,Katara and Sokka,"They are reincarnated from the previous Avatar, cycling between Nations over time.",The south and north poles,Takes away his bending,Enhance the power of fire bending,"Iroh is a kind old man who has seen the consequences of selfish wars and seeks to protect his nephew away from them. He does this by being patient, wise, and hiding his true capabilities..",Katara is a strong-willed girl who acts as a mother figure to the group. She tries to balance her own issues and growth with the well-being of the party.,2.459,84.26,85.269,16,"Zuko sees ths light that indicates the Avatar's return and tries to rush straight towards it immediately, while Iroh recommends that he calm down and consider the situation more realistically.",1,5,1,5,1,1,1.7,96.76,97.103,18,3,2,1,5,1,1,2.542,108.388,108.858,14,2,5,5,5,1,3,"Iroh is wise because he is repeatedly attempting to steer Zuko away from his desperate and unhealthy search for the Avatar and towards a more peaceful and healthy life. These scenes are written with the intent of making the audience think that Iroh is lazy, aloof, and disinterested in the mission, but as the series progresses and his true motives are made clear, earlier scenes take a new and more interesting meaning. ",1,0.623,66.528,67.57,19,Katara calms down an enranged Aang by empathizing with his loss of family and telling him that she and Sokka are his new family that will keep him safe.,1,7,1,7,1,1,0.772,95.973,96.593,16,1,7,1,7,1,1,1.414,131.459,133.407,14,1,7,1,4,7,1,"Katara is wise in these scenes because she uses her exceptional intelligence and maturity for her age to do what is best for the group, particularly Aang. While not perfect, she consistently shows effective leadership by being able to resolve problems calmly and with compassion.",21,Nonbinary,"Avatar was a smart choice, there is much to discuss regarding it.",,I believe you are attempting to look for similarities and differences between how each scene is interpreted by those who lack and those who have the full context of the story.,3,ANONYMIZED,ANONYMIZED,1
21/06/2021 01:22,21/06/2021 01:39,ANONYMIZED,ANONYMIZED,100,1034,TRUE,21/06/2021 01:39,R_3QQ2ATC3hO1X2xX,ANONYMIZED,ANONYMIZED,ANONYMIZED,ANONYMIZED,ANONYMIZED,ANONYMIZED,anonymous,EN,7,105,Aang,Katara and Sokka,"They are reincarnated from the previous Avatar, cycling between Nations over time.",The south and north poles,Takes away his bending,Enhance the power of fire bending,"Iroh has always been my favorite character. He is a good grounding point that can tie every character together, and is a very wise mentor to everyone. I wish that Iroh's character had been more well-realized in the third book, but I know that it was out of respect for his deceased voice actor.",I think that the character of Katara really dived into themes of parentification among motherless girls. Her pain was very well-realized and she really served as the moral core of the team. ,0,0,62.452,0,"Zuko spots the light from when Aang escapes the iceberg, and Iroh advises him to leave it alone. ",1,4,1,7,1,4,1.974,1.974,86.235,1,1,1,1,7,1,4,0,0,100.304,0,1,4,1,7,1,4,"Iroh has a veneer of being a lazy old man, but he is very wise and always has more control over the situation than he lets on. For example, the White Lotus tile is actually very important later in the series, and was well worth replacing. ",1,1.763,1.763,62.182,1,"At the Southern Air Temple, Katara talks Aang out of the Avatar State for the first time.",1,7,1,7,1,1,81.029,81.748,82.673,2,1,7,1,7,1,1,2.72,2.72,104.075,1,1,7,1,7,4,1,"Katara is always very wise. She is constantly advising Aang in the three given scenes. Her advice always works out, too.",19,Nonbinary,I had a wonderful time participating in this study. Thank you very much!,no issues,"Probably about how people define ""wisdom"" across gender in different fictional characters.",3,ANONYMIZED,ANONYMIZED,1
21/06/2021 01:37,21/06/2021 01:58,ANONYMIZED,ANONYMIZED,100,1287,TRUE,21/06/2021 01:58,R_3nrecYCQfCqsxen,ANONYMIZED,ANONYMIZED,ANONYMIZED,ANONYMIZED,ANONYMIZED,ANONYMIZED,anonymous,EN,6,106,Aang,Katara and Sokka,"They are reincarnated from the previous Avatar, cycling between Nations over time.",The south and north poles,Takes away his bending,Enhance the power of fire bending,"He is very wise and loves his tea. He became humbled after his big lost on the earth kingdom. In addition, he has strong emotions toward his dead son and now he gives his love/compassion to Zuko.","She is a water-bender who can be kind and ferocious at times. In addition, she acts like a mother to the remaining members.",1.921,59.578,60.989,2,Zuko saw the light that the avatar was emitting and told his captain to steer the ship to that direction.,1,4,1,5,1,1,4.411,4.411,88.04,1,1,4,1,5,1,1,1.647,1.647,99.731,1,5,2,4,2,4,6,"Judging by the three scenes, Iroh is unwise. This is because he easily let his guard down by bathing in a hot spring and ultimately passed out. Furthermore, in the second scene, he simple kept on playing his board game instead of paying attention to the beam of light that signals something unusual (avatar). Lastly, he steered the ship into a different direction because he was missing his lotus piece. As a result, he landed on the port and bought useless items. ",0,2.147,2.147,60.829,1,"Aang went into avatar state, but Katara was able to ease his anger and comfort him. ",2,5,1,5,1,1,1.987,1.987,78.752,1,2,5,3,5,3,2,1.937,1.937,68.75,1,5,4,6,3,6,4,"Katara is wise in my opinion. For instance, in the first scene, she was able to control Aang's anger and stop him from causing damage from his avatar state. In addition, Katara was able to cheer up Aang when he felt useless during the scene with the burnt down forest. As a result, this illustrates as a problem solver and quick mined individual.  ",19,Male,N/A,N/A,See if I can judge someone's qualities through short videos ,3,ANONYMIZED,ANONYMIZED,1
21/06/2021 02:04,21/06/2021 02:22,ANONYMIZED,ANONYMIZED,100,1046,TRUE,21/06/2021 02:22,R_ONKBsOOkv2RFD1f,ANONYMIZED,ANONYMIZED,ANONYMIZED,ANONYMIZED,ANONYMIZED,ANONYMIZED,anonymous,EN,5,107,Aang,Katara and Sokka,"They are reincarnated from the previous Avatar, cycling between Nations over time.",The south and north poles,Takes away his bending,I do not know the answer to this question.,,"Katara is compassionate and wants to help others, while also being strong.",6.058,6.058,68.616,1,They were on a ship and Iroh wanted them to have some tea.,5,3,4,5,4,3,0,0,67.644,0,4,2,4,4,2,3,0,0,196.085,0,3,3,4,4,5,2,"Iroh is both wise and unwise in each of these scenes. He is laid back and knows how to relax when it is necessary, but also doesn't realize the seriousness of some situations.",NA,1.595,55.132,64.612,3,Aang was mad but Katara was able to calm his down.,4,5,1,4,2,1,1.724,1.724,93.346,1,5,3,4,3,3,1,2.279,2.279,112.452,1,4,3,3,5,3,2,Katara is very wise in these three scenes. She is able to help aang with many tense situations and is always very peaceful.,19,Male,N/A,N/A,N/A,3,ANONYMIZED,ANONYMIZED,1
21/06/2021 02:42,21/06/2021 03:06,ANONYMIZED,ANONYMIZED,100,1477,TRUE,21/06/2021 03:06,R_1cZXkAMAfxVlA5D,ANONYMIZED,ANONYMIZED,ANONYMIZED,ANONYMIZED,ANONYMIZED,ANONYMIZED,anonymous,EN,3,108,Aang,Katara and Sokka,"They are reincarnated from the previous Avatar, cycling between Nations over time.",I do not know the answer to this question.,I do not know the answer to this question.,I do not know the answer to this question.,All i know is hes like a mentor figure.,All i know is that shes a waterbender.,9.143,73.388,74.385,8,Uncle Iroh wanted prince zuko to calm down amd have some tea instead of looking for the avatar.,1,3,1,5,1,1,2.231,163.668,164.448,19,4,1,4,4,1,5,1.309,191.923,192.873,5,4,1,3,3,1,7,Iroh is very lazy and unwise in these 3 scenes. He just wants to lounge around and relax all the time. He doesnt seem to take anything seriously.,0,1.577,70.133,70.618,9,Katara calmed aang down after he was enraged.,1,7,1,7,1,1,0.76,96.408,97.361,7,1,7,1,7,1,1,4.011,110.317,111.52,5,1,7,1,7,5,1,Katara is very wise from these 3 scenes. She always seems to see the bigger picture in whats going on with the water bender teacher and with her relationship with aang.,20,Male,,,How people are influenced by random clips of characters and how it affects their views of them.,2,ANONYMIZED,ANONYMIZED,1
21/06/2021 02:57,21/06/2021 03:11,ANONYMIZED,ANONYMIZED,100,872,TRUE,21/06/2021 03:11,R_3oTrdKxX73oudIF,ANONYMIZED,ANONYMIZED,ANONYMIZED,ANONYMIZED,ANONYMIZED,ANONYMIZED,anonymous,EN,2,109,Aang,I do not know the answer to this question.,I do not know the answer to this question.,I do not know the answer to this question.,I do not know the answer to this question.,I do not know the answer to this question.,,,0,0,62.315,0,The prince was headed to look for the Avatar. ,3,1,2,5,2,4,0,0,85.412,0,3,2,4,4,4,4,0,0,102.211,0,4,1,3,4,3,4,"I'm split on whether or not Iroh is wise; he seems to be good at his magic, but seems lazy and to care very little about the world around him- he is even seen feeding into buying stuff he didn't need because they were a ""bargin."" ",NA,0,0,60.797,0,"Aang was upset about losing family, and Katara tried to calm him down.",2,6,2,5,3,3,0,0,90.077,0,3,6,2,6,3,2,0,0,106.811,0,3,6,3,5,4,4,"She seems to be pretty wise, at least emotionally; she understands how to calm people down, and when risks are meant to be made and when they're not. ",25,Nonbinary,,,Seeing how our opinions may change of a character shown in various scenes. ,1,ANONYMIZED,ANONYMIZED,1
21/06/2021 03:20,21/06/2021 03:38,ANONYMIZED,ANONYMIZED,100,1098,TRUE,21/06/2021 03:38,R_1LvUWkqyqq5f4fD,ANONYMIZED,ANONYMIZED,ANONYMIZED,ANONYMIZED,ANONYMIZED,ANONYMIZED,anonymous,EN,6,110,Aang,Katara and Sokka,"They are reincarnated from the previous Avatar, cycling between Nations over time.",The south and north poles,Takes away his bending,Enhance the power of fire bending,"Iroh is Zuko's uncle. He is known as the Dragon of the West, I believe. Although Iroh is an esteemed firebender, he mainly wants to drink tea and look after his nephew. ","Katara is shown to be mainly a maternal figure towards her group of friends throughout the show. She is responsible and becomes Aang's waterbending teacher, as she has waterbending powers herself. She had a crush on another character during the show until it was revealed that he was bad. ",2.725,2.725,61.301,1,Prince Zuko saw a beam of light and thought it was from Aang the Avatar. He informs his Uncle Iroh and Iroh brushes it off and invites Zuko to relax with him. Zuko ignores his uncle and sets a course for the light. ,6,1,2,2,1,6,2.08,2.08,87.883,1,7,1,5,2,1,7,4.861,4.861,107.427,1,6,1,5,1,1,7,"In these three scenes, Iroh is unwise. He ignores the plight of his nephew to focus on trivial matters, such as playing his game, drinking tea, or taking a nap. Iroh wants to relax and not take life too seriously. In these scenes, he is not very helpful to Zuko's quest. ",0,0,0,66.436,0,"Aang was in his Avatar state. To calm him down / break through to him, Katara told him that Sokka and her are his family. This is because he felt upset and lonely since all the other Airbenders were killed. ",1,6,1,7,1,1,0,0,97.49,0,1,5,1,6,2,1,0,0,109.274,0,1,4,1,6,6,1,"In these three scenes, Katara is definitely wise. In all three of them, she consoles Aang and gives him solid advice and/or insight into his issue. She puts Aang above her own wants.",20,Female,,,I think you are trying to determine if individuals find a man to be more wise than a woman despite his actions simply because of his gender. ,3,ANONYMIZED,ANONYMIZED,1
