StartDate,EndDate,ANONYMIZED_1,ANONYMIZED_2,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,ANONYMIZED_3,ANONYMIZED_4,ANONYMIZED_5,ANONYMIZED_6,ANONYMIZED_7,ANONYMIZED_8,DistributionChannel,UserLanguage,Q2_1,PID,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q32_First Click,Q32_Last Click,Q32_Page Submit,Q32_Click Count,Q80,Q34_1,Q34_2,Q34_3,Q34_4,Q34_5,Q34_6,Q42_First Click,Q42_Last Click,Q42_Page Submit,Q42_Click Count,Q75_1,Q75_2,Q75_3,Q75_4,Q75_5,Q75_6,Q47_First Click,Q47_Last Click,Q47_Page Submit,Q47_Click Count,Q76_1,Q76_2,Q76_3,Q76_4,Q76_5,Q76_6,Q47,Q57_First Click,Q57_Last Click,Q57_Page Submit,Q57_Click Count,Q81,Q77_1,Q77_2,Q77_3,Q77_4,Q77_5,Q77_6,Q62_First Click,Q62_Last Click,Q62_Page Submit,Q62_Click Count,Q78_1,Q78_2,Q78_3,Q78_4,Q78_5,Q78_6,Q67_First Click,Q67_Last Click,Q67_Page Submit,Q67_Click Count,Q79_1,Q79_2,Q79_3,Q79_4,Q79_5,Q79_6,Q75,Q83,Q85,Q72,Q73,Q82,SC0,ANONYMIZED_9,AttentionCheck
29/06/2021 04:55,29/06/2021 05:08,ANONYMIZED,ANONYMIZED,100,771,TRUE,29/06/2021 05:08,R_Zt0pqQFg1P8NJol,ANONYMIZED,ANONYMIZED,ANONYMIZED,ANONYMIZED,ANONYMIZED,ANONYMIZED,anonymous,EN,2,221,I do not know the answer to this question.,I do not know the answer to this question.,I do not know the answer to this question.,I do not know the answer to this question.,I do not know the answer to this question.,I do not know the answer to this question.,,,9.238,12.629,61.259,2,adviser to some prince guy tries to calm down hothead.,3,4,4,4,4,4,0,0,83.537,0,4,4,4,4,4,4,47.645,47.645,96.945,1,4,4,4,4,4,4,Fakes being lazy to distract and time waste his nephew's quest I guess.,0,0,62.327,0,Typical anime trope of family and love can save someone from going over the edge.,3,4,3,5,3,3,0,0,90.06,0,3,4,3,5,4,3,14.275,14.275,105.454,1,4,5,3,4,4,4,She 'acted' wise but I don't really think a few scenes are enough to make a broad statement like that. ,42,Male,,none,,0,ANONYMIZED,1
29/06/2021 04:59,29/06/2021 05:21,ANONYMIZED,ANONYMIZED,100,1311,TRUE,29/06/2021 05:21,R_1K9fOZAqiWUi4gz,ANONYMIZED,ANONYMIZED,ANONYMIZED,ANONYMIZED,ANONYMIZED,ANONYMIZED,anonymous,EN,1,222,I do not know the answer to this question.,I do not know the answer to this question.,I do not know the answer to this question.,I do not know the answer to this question.,I do not know the answer to this question.,I do not know the answer to this question.,,,14.306,15.664,127.659,2,He calms the boy down,3,4,2,4,2,1,1.532,3.519,87.674,3,4,3,3,4,1,3,1.611,200.8,201.802,4,3,4,2,4,1,3,He's wise for not letting anger dictate his life or actions.,1.278,5.113,63.381,5,Ang realizes he's the last Airbender,1,5,2,5,1,1,3.325,94.033,94.931,5,1,4,1,5,1,1,5.072,108.767,111,6,3,6,2,4,7,1,She's wise. She doesn't let her emotions jeopardize those around her and their goals.,43,Female,,,,0,ANONYMIZED,1
29/06/2021 05:04,29/06/2021 05:22,ANONYMIZED,ANONYMIZED,100,1076,TRUE,29/06/2021 05:22,R_1OSGSefMGFmiqdi,ANONYMIZED,ANONYMIZED,ANONYMIZED,ANONYMIZED,ANONYMIZED,ANONYMIZED,anonymous,EN,2,223,I do not know the answer to this question.,I do not know the answer to this question.,I do not know the answer to this question.,I do not know the answer to this question.,I do not know the answer to this question.,I do not know the answer to this question.,,,1.262,1.262,62.047,1,"Iroh tried to calm down the younger man, but he would not calm down.",3,4,3,5,3,3,2.478,2.478,88.838,1,6,4,3,4,3,5,1.869,1.869,103.438,1,4,3,3,3,3,4,"He seems unwise to avoid pressing matters for his relaxation.  I t hink relaxing is good, but you have other needs.",2.783,5.376,65.336,2,"The young airbender was angry, and Katara calmed him down.",2,5,2,5,4,3,2.134,4.062,94.258,2,2,5,2,5,3,2,8.916,11.067,114.547,2,4,5,4,5,6,5,"Katara is wise about how things go, but she can be unwise about how she expresses her anger.",49,Male,,,Maybe perception of relaxation?,0,ANONYMIZED,1
29/06/2021 05:23,29/06/2021 05:48,ANONYMIZED,ANONYMIZED,100,1481,TRUE,29/06/2021 05:48,R_dnUSwUbtrlQw1iN,ANONYMIZED,ANONYMIZED,ANONYMIZED,ANONYMIZED,ANONYMIZED,ANONYMIZED,anonymous,EN,4,224,Aang,I do not know the answer to this question.,"They are reincarnated from the previous Avatar, cycling between Nations over time.",I do not know the answer to this question.,I do not know the answer to this question.,Mark the arrival of a new Avatar,,,0,0,60.843,0,Iroh tried to get his nephew to not act with haste and have a cup of tea. His nephew refused and ordered that they continue without delay.,2,3,2,5,1,5,0,0,90.808,0,5,1,1,2,1,7,0,0,111.234,0,3,5,2,3,1,6,I feel he's being wise while portraying foolishness or laziness. I think there are important lessons in what he's saying more than his actions but the younger character only sees the action and can't see the ulterior motive of Iroh(i.e. trying to guide him to understand the deeper lesson. Known as Miyagi-ing). ,62.432,62.432,62.827,1,Aang was having an emotional meltdown because all the other Airbenders are dead and he feels he has nobody. His powers or flaring up. Katara convinces him to calm down by telling him that he still has a family in her and the boy that was with her.,1,7,1,6,1,1,0,0,90.359,0,1,6,1,7,2,1,0,0,104.246,0,2,7,2,5,6,3,"Other than getting heated in the first scene when she was told that she wouldn't be trained, she was wise in all scenes. In fact, I'd say that she was the voice of wisdom in all and Aang's growth in these scenes is due to her passing her wisdom to him.",44,Male,None,None,"Not sure of the hypothesis. Studying perception of wisdom with regard to maybe differing demographic of characters being judged.(They are polar opposite, outwardly(age, sex, etc), yet both are wise.)",3,ANONYMIZED,1
29/06/2021 05:29,29/06/2021 06:02,ANONYMIZED,ANONYMIZED,100,2013,TRUE,29/06/2021 06:02,R_2aeOuJeaTG2QLbU,ANONYMIZED,ANONYMIZED,ANONYMIZED,ANONYMIZED,ANONYMIZED,ANONYMIZED,anonymous,EN,4,225,I do not know the answer to this question.,I do not know the answer to this question.,I do not know the answer to this question.,A tropical archipelago and a swamp,I do not know the answer to this question.,I do not know the answer to this question.,,,0,0,67.374,0,Iroh's nephew is looking for an avatar while Iroh is playing a game.,2,4,4,4,1,1,0,0,101.217,0,2,1,2,4,1,4,0,0,112.879,0,1,4,1,7,1,3,I feel he is wise.  He's old and seems to have knowledge about their world. He tries to tell his nephew about some of his knowledge.  As in how important finding a lost game tile is.  ,0,0,84.772,0,Katara tells Ang that they are his family and comforts him.,1,4,1,7,1,1,0,0,107.448,0,1,7,1,7,1,1,0,0,129.751,0,1,7,1,7,4,1,She is wise.  She wants to help and fight.  In one scene she tells Ang that the trees will grow back after finding acorns.  She thinks through the situations she's in.  ,55,Female,I thought I had more knowledge of the show than I did.  My son used to watch it but that was fifteen years ago.,All went well.,Maybe trying to see peoples opinions of the characters and if they get their personalities correct from a few scenes. ,1,ANONYMIZED,1
29/06/2021 05:30,29/06/2021 06:10,ANONYMIZED,ANONYMIZED,100,2381,TRUE,29/06/2021 06:10,R_YVwO0nmVGEEArrr,ANONYMIZED,ANONYMIZED,ANONYMIZED,ANONYMIZED,ANONYMIZED,ANONYMIZED,anonymous,EN,2,226,I do not know the answer to this question.,I do not know the answer to this question.,I do not know the answer to this question.,I do not know the answer to this question.,I do not know the answer to this question.,I do not know the answer to this question.,,,11.269,91.298,146.566,13,A ship being headed by a entitled child.,1,4,1,7,1,1,13.142,197.019,213.693,8,1,4,1,7,1,1,5.27,14.627,245.215,7,1,6,1,7,1,1,"He is very wise. In all three scenes he is teaching and trying to guide, his student, to a place of peace. When that doesn't work, he physically makes it happen.",3.728,12.857,79.251,8,The air bender was angry and she talked him down.,1,6,1,7,1,1,16.799,30.938,128.878,11,1,6,2,7,1,1,5.035,14.062,123.017,6,3,7,2,2,6,1,Her point of view is very wise. Her observations and explanations are beyond her years.,52,Male,,No.,The perception comparing young to elder in behavior and being wise.of people on their,0,ANONYMIZED,1
29/06/2021 05:41,29/06/2021 06:16,ANONYMIZED,ANONYMIZED,100,2097,TRUE,29/06/2021 06:16,R_2VkWPbo7QZ7YSkY,ANONYMIZED,ANONYMIZED,ANONYMIZED,ANONYMIZED,ANONYMIZED,ANONYMIZED,anonymous,EN,1,227,I do not know the answer to this question.,I do not know the answer to this question.,I do not know the answer to this question.,I do not know the answer to this question.,I do not know the answer to this question.,I do not know the answer to this question.,,,0,0,70.229,0,Iroh was trying to calm down his nephew by offering him some tea.,2,4,2,4,2,5,0,0,112.043,0,4,2,6,2,3,6,0,0,111.466,0,5,3,4,2,3,6,I think overall Iroh was unwise in the three scenes. He did not take capturing the Avator seriously enough. He was too relaxed.r,0,0,159.119,0,The little boy was comforted by Katara after losing the people he loved.,1,5,1,6,1,1,0,0,191.469,0,1,6,1,5,1,1,0,0,116.039,0,2,6,4,5,6,4,Overall I think Katara was very wise in the three scenes. She didn't let her negative emotions get the best of her. She was positive and encouraging when she needed to be.,50,Female,,,I don't know.,0,ANONYMIZED,1
29/06/2021 05:58,29/06/2021 06:21,ANONYMIZED,ANONYMIZED,100,1401,TRUE,29/06/2021 06:21,R_1hyawchIbmfe2Qb,ANONYMIZED,ANONYMIZED,ANONYMIZED,ANONYMIZED,ANONYMIZED,ANONYMIZED,anonymous,EN,6,228,I do not know the answer to this question.,I do not know the answer to this question.,I do not know the answer to this question.,I do not know the answer to this question.,I do not know the answer to this question.,I do not know the answer to this question.,Do not know,Do not know,1.269,62.378,63.494,6,Iroh tried to get his nephew's head to not pop.,2,6,2,4,2,3,1.941,90.753,91.682,4,4,3,4,3,3,4,1.526,104.192,108.486,4,4,3,4,3,3,4,Iroh is both wise and unwise. He has the right idea but is wasting his wisdom on someone that does not want to receive it.,9.015,72.5,73.446,7,Last air bend felt alone.,2,6,1,4,1,2,4.239,96.513,97.3,7,2,6,2,7,2,2,1.231,105.775,106.624,7,2,6,2,4,3,3,She is wise. You need alies to advance change. Letting her friend train hopefully will help change attitudes for the better.,56,Male,,,,0,ANONYMIZED,1
29/06/2021 06:18,29/06/2021 06:37,ANONYMIZED,ANONYMIZED,100,1115,TRUE,29/06/2021 06:37,R_1OktlCAESptdhBw,ANONYMIZED,ANONYMIZED,ANONYMIZED,ANONYMIZED,ANONYMIZED,ANONYMIZED,anonymous,EN,1,229,I do not know the answer to this question.,I do not know the answer to this question.,I do not know the answer to this question.,I do not know the answer to this question.,I do not know the answer to this question.,I do not know the answer to this question.,,,0,0,70.007,0,"Iroh is playing a type of solitaire and his nephew sees a bright light, that he thinks came from the avatar and orders the helmsman to head towards the light",3,3,1,3,1,5,0,0,97.719,0,6,2,1,3,1,6,0,0,116.219,0,5,3,1,3,1,5,"He reminds me of Mr Myriaghi in Karate Kid, so all the strange things that he does, kind of make me wonder if he is actually very wise. But just on the face of the videos alone, he appears to be a man that wants a simple life, which if there is a life threatening being around, might be unwise.",0,0,67.716,0,,1,6,1,7,1,1,0,0,97.174,0,1,7,1,7,1,1,0,0,112.832,0,1,7,1,7,5,1,Katara is wise. She gets to the core of a situation and can defuse an argument or give support to her friends,55,Female,,,I have no idea,0,ANONYMIZED,0
29/06/2021 06:27,29/06/2021 06:47,ANONYMIZED,ANONYMIZED,100,1219,TRUE,29/06/2021 06:47,R_DvH1UfHmjglTh7z,ANONYMIZED,ANONYMIZED,ANONYMIZED,ANONYMIZED,ANONYMIZED,ANONYMIZED,anonymous,EN,2,230,I do not know the answer to this question.,I do not know the answer to this question.,"They are reincarnated from the previous Avatar, cycling between Nations over time.",I do not know the answer to this question.,I do not know the answer to this question.,I do not know the answer to this question.,ditto as above,"don't know, but will check it out this summer!",0,0,61.625,0,"iroh doesn't seem too thrilled at his nephews agenda, he's playing a game and drinking some jasmine tea",1,5,2,7,1,2,0,0,89.005,0,3,3,1,4,1,4,0,0,104.827,0,3,4,3,6,2,3,"he's incredibly wise, and kinda fits the 'confucious' (sp) archtype, he's the type to think peacefully about situations and tries to find an outcome that is beneficial for everyone, btw, i'm digging the 'hot springs'.",0,0,65.775,0,"looked like the main kid was angry and upset about some loss, and katara and friend reached out to him verbally as support",1,5,2,6,3,1,0,0,93.785,0,1,5,1,7,2,1,0,0,113.296,0,2,7,3,6,4,3,"she seems pretty wise for her age, she's like a 'big sister' to the character, and does have quite a bit of wisdom. I would not have thought about the acorns promoting a new future but it's true. she seems helpful but you can also tell she's a fighter inside, a protector.",50,Female,"this was fun and interesting, i'm a big kid at 50 and LOVE animations, i would consider adding this to my 'watch list'.",all is well,no clue but it was a great way to start my morning :D,1,ANONYMIZED,1
29/06/2021 06:33,29/06/2021 06:48,ANONYMIZED,ANONYMIZED,100,920,TRUE,29/06/2021 06:48,R_1pzFjRQK1Mx3ZRg,ANONYMIZED,ANONYMIZED,ANONYMIZED,ANONYMIZED,ANONYMIZED,ANONYMIZED,anonymous,EN,1,231,I do not know the answer to this question.,I do not know the answer to this question.,"They are descended from a royal family, independent of the four Nations.",I do not know the answer to this question.,I do not know the answer to this question.,Destroy the world,,,1.667,60.42,60.93,13,The prince wanted to catch the avatar.,1,4,1,7,1,1,1.45,68.588,85.38,11,7,1,1,1,1,7,0.851,69.767,102.878,16,7,1,1,1,1,7,He seems a wise character but a bit too lazy and also unhelpful with his nephew. Maybe he just wants to teach the prince the value of patience.,1.47,60.649,61.097,10,Katara tells the airbender she is his family.,1,7,1,7,1,1,1.164,93.277,94.026,7,1,7,1,7,1,1,1.378,103.422,104.001,11,1,7,1,7,1,1,She is wise and wants to help the last airbender to learn the water techniques even if she is refused the honor to be teached.,47,Female,,,Not sure,0,ANONYMIZED,1
29/06/2021 06:31,29/06/2021 06:49,ANONYMIZED,ANONYMIZED,100,1095,TRUE,29/06/2021 06:49,R_3W4uuBQytqXRQvn,ANONYMIZED,ANONYMIZED,ANONYMIZED,ANONYMIZED,ANONYMIZED,ANONYMIZED,anonymous,EN,1,232,I do not know the answer to this question.,I do not know the answer to this question.,I do not know the answer to this question.,I do not know the answer to this question.,I do not know the answer to this question.,I do not know the answer to this question.,,,0,0,63.429,0,Iroh was sitting at a table playing a game and drinking Jasmine tea. His nephew was being a brat.,3,4,3,6,1,3,0,0,94.02,0,4,3,1,4,1,3,0,0,116.539,0,4,5,4,3,1,3,Iroh is wise as he stays calm and peaceful despite his nephew's horrible attitude and actions. He is wise in that he knows retaliation on the avatar is not important.  ,60.471,60.471,61.131,1,some airbender is having a mad moment and katara talks him in calmness and says she is his family now,1,7,1,5,1,1,0,0,93.95,0,3,5,2,5,3,2,0,0,107.315,0,4,4,4,4,5,4,"For the most part she is wise, but her anger directed at the man in the final scene was not the proper way to handle it. She did not respect him upon initially meeting him.",53,Female,I could never watch that type of animation on a regular basis.,,Is being calm the same as being wise?,0,ANONYMIZED,1
29/06/2021 06:28,29/06/2021 06:58,ANONYMIZED,ANONYMIZED,100,1822,TRUE,29/06/2021 06:58,R_3m9r6UrKnVt9LZu,ANONYMIZED,ANONYMIZED,ANONYMIZED,ANONYMIZED,ANONYMIZED,ANONYMIZED,anonymous,EN,6,233,I do not know the answer to this question.,I do not know the answer to this question.,I do not know the answer to this question.,I do not know the answer to this question.,I do not know the answer to this question.,I do not know the answer to this question.,,,0,0,69.357,0,Iroh was playing a game drinking tea and his nephew thinks he knows where the Avatar is.,4,2,2,3,2,6,0,0,163.495,0,1,3,3,5,3,4,0,0,117.152,0,6,2,2,2,2,5,Based on the info given Iroh seems wise but just from these clips he just seems more aloof than anything. He enjoys being more peaceful and trying to calm his nephew. ,0,0,78.893,0,The last air bender was upset and about to tear up some stuff and Katara talked him down and reminded him they were his family,1,6,1,6,1,1,0,0,99.472,0,1,4,1,7,1,1,110.114,113.27,116.948,4,4,5,3,4,5,3,IN my judgement Katara is wise she is able to see the good in any situation even if it affects her negatively.,43,Female,I have none,no,Personality traits,0,ANONYMIZED,1
29/06/2021 06:47,29/06/2021 07:00,ANONYMIZED,ANONYMIZED,100,804,TRUE,29/06/2021 07:00,R_2YEQkqy249lY1Zx,ANONYMIZED,ANONYMIZED,ANONYMIZED,ANONYMIZED,ANONYMIZED,ANONYMIZED,anonymous,EN,3,234,Aang,I do not know the answer to this question.,I do not know the answer to this question.,I do not know the answer to this question.,I do not know the answer to this question.,I do not know the answer to this question.,,,0,0,61.37,0,Iroh didn't seem happy that he couldn't finish his game because the other guy is trying to hunt down avitar. ,3,2,4,6,5,5,103.88,103.88,104.161,1,2,3,2,7,3,4,0,0,77.386,0,1,4,3,6,2,3,"He seems to be very wise. While the other character is brash and likes to yell and try and make decisions, Iroh likes to sit back and let things come to him. He is much more experienced and open, not nearly as brash. ",0,0,61.133,0,Katara is able to sympathize with the character about losing family and friends,1,5,1,4,1,1,0,0,78.902,0,1,6,1,4,1,1,35.915,35.915,105.316,1,3,7,4,4,6,5,"Katara seems like a reasonable character. She seems to always stand up for what's right, no matter if that's for her interests or other people's interests. ",61,Female,n/a,None,To get our assessment of avatar characters ,1,ANONYMIZED,1
29/06/2021 06:40,29/06/2021 07:07,ANONYMIZED,ANONYMIZED,100,1606,TRUE,29/06/2021 07:07,R_3QFROS9djsUWfy9,ANONYMIZED,ANONYMIZED,ANONYMIZED,ANONYMIZED,ANONYMIZED,ANONYMIZED,anonymous,EN,2,235,I do not know the answer to this question.,I do not know the answer to this question.,I do not know the answer to this question.,I do not know the answer to this question.,I do not know the answer to this question.,I do not know the answer to this question.,,,0,0,61.723,0,Iroh is playing cards and drinking tea while the young man sees a strange light and charts the boat's course to go towards it.,2,3,2,5,2,3,0,0,88.521,0,3,3,2,4,2,4,0,0,105.69,0,4,3,3,3,3,5,Iroh is wise in that he wants the young man to slow down and enjoy himself instead of always being in a hurry.,0,0,68.395,0,Katara spoke to a young boy suspended in air and told him that he was family.,1,5,1,5,1,1,0,0,91.448,0,1,4,2,6,3,1,0,0,364.772,0,2,5,4,4,6,3,Katara is wise in two scenes by helping the young man know he is family and that the forest will regrow from acorns. She is a little unwise in the scene with the Waterbender because she allows her anger to cloud her judgment.,56,Female,,,I think the hypothesis is determining whether participants can see the lessons taught in the Avatar cartoons.,0,ANONYMIZED,1
29/06/2021 06:50,29/06/2021 07:07,ANONYMIZED,ANONYMIZED,100,1039,TRUE,29/06/2021 07:07,R_2afMoOOLgXMcErE,ANONYMIZED,ANONYMIZED,ANONYMIZED,ANONYMIZED,ANONYMIZED,ANONYMIZED,anonymous,EN,1,236,I do not know the answer to this question.,I do not know the answer to this question.,I do not know the answer to this question.,I do not know the answer to this question.,I do not know the answer to this question.,I do not know the answer to this question.,,,0,0,68.774,0,The young man is impetuous and the old man is growing impatient,2,5,2,7,1,2,0,0,91.171,0,2,3,1,6,1,2,0,0,119.479,0,2,6,1,7,1,1,He is wise and trying in his own way to teach his nephew.,0,0,64.105,0,"Katara ""talks him down"" from his rage induced state",2,4,1,5,2,1,0,0,96.708,0,2,4,2,4,2,2,0,0,106.104,0,4,6,2,4,5,4,"Based on what I saw, she is somewhat wise and relies on emotions to make her point",65,Male,Obviously this is a series/show that is targeted towards people much younger than I. ,,Really don't have a clue...,0,ANONYMIZED,1
29/06/2021 06:52,29/06/2021 07:08,ANONYMIZED,ANONYMIZED,100,1007,TRUE,29/06/2021 07:08,R_O9zI2oGlLsExegx,ANONYMIZED,ANONYMIZED,ANONYMIZED,ANONYMIZED,ANONYMIZED,ANONYMIZED,anonymous,EN,1,237,I do not know the answer to this question.,I do not know the answer to this question.,I do not know the answer to this question.,I do not know the answer to this question.,I do not know the answer to this question.,I do not know the answer to this question.,,,0,0,62.452,0,"Iroh was playing his game and his nephew was excited about the journey, Iroh offered him calming jasmine tea before his game started to shake as they headed to the light.",3,3,1,5,1,4,0,0,87.454,0,3,1,1,3,1,5,0,0,111.951,0,4,3,2,3,2,4,It is hard to say if Iroh is wise or unwise. He may be unwise related to the journey they are taking and is not doing anything to help his nephew. But he is also wise as he is not getting stress and is enjoying himself.,0,0,63.008,0,"Katara is consoling someone who calls himself the Last Airbender, she is telling him they will not leave him and he is family.",2,6,1,6,1,1,0,0,95.057,0,2,5,1,6,1,1,0,0,107.384,0,3,7,5,4,7,2,"I think Katara is wise because she is kind and compassionate to people. She knows how to read people and make them like her. She seems hardworking and not lazy, which I think also makes her wise.",52,Female,,No issues,Perhaps how we view a character based on a very small piece of information - just certain scenes. I'm really not sure what you are looking for.,0,ANONYMIZED,1
29/06/2021 06:50,29/06/2021 07:09,ANONYMIZED,ANONYMIZED,100,1125,TRUE,29/06/2021 07:09,R_3FRJOIXoogQMiop,ANONYMIZED,ANONYMIZED,ANONYMIZED,ANONYMIZED,ANONYMIZED,ANONYMIZED,anonymous,EN,1,238,I do not know the answer to this question.,I do not know the answer to this question.,"They are reincarnated from the previous Avatar, cycling between Nations over time.",I do not know the answer to this question.,I do not know the answer to this question.,I do not know the answer to this question.,,,5.012,5.012,61.993,1,Ihor is sitting calmly with his tea and his slates (?). The younger character sees a light he's been searching for. He is angry and show the typical impatience of his age.,2,4,3,6,2,3,2.911,2.911,86.789,1,4,3,1,5,1,6,2.945,2.945,103.162,1,3,5,2,4,2,5,"I just don't have enough knowledge of the series to tell how wise he is. He's older, so I would assume he's more knowledgable about the world and knows more than his nephew when to take things easy vs. seriously. I guess I give him the benefit of the doubt because of his age and cool demeanor.",4.345,4.345,63.15,1,"Katara, the airbender, and Katara's (companion) talk the airbender down after he gets upset and appears to rage and lose control.",1,5,1,5,1,1,6.618,6.618,94.887,1,1,7,1,6,2,1,9.666,9.666,111.281,1,4,6,3,4,6,4,"In the last two scenes, she is wise because she sees more than the immediate situation and conveys its implications. In the first scene, she's right to assert her rights, but she was obstinate in the face of another culture's customs and wasn't her usual wise self in confronting them diplomatically. Sometimes you catch more flies with honey.",50,Female,,,,1,ANONYMIZED,1
29/06/2021 06:52,29/06/2021 07:10,ANONYMIZED,ANONYMIZED,100,1077,TRUE,29/06/2021 07:10,R_qx5Q9sYR5Lu1aHD,ANONYMIZED,ANONYMIZED,ANONYMIZED,ANONYMIZED,ANONYMIZED,ANONYMIZED,anonymous,EN,2,239,Aang,I do not know the answer to this question.,"They are reincarnated from the previous Avatar, cycling between Nations over time.",I do not know the answer to this question.,I do not know the answer to this question.,I do not know the answer to this question.,,,0,0,61.579,0,"Iroh is trying to get his nephew to relax and drink some tea, to distract him from his search for the avatar",3,4,3,5,3,3,0,0,94.589,0,4,3,4,5,3,4,0,0,103.437,0,3,4,3,5,3,3,"I'm not familiar with these characters, but I think Iroh is (wisely) trying to stop his nephew from going down ""the path of evil"". He knows that playing the bumbling fool is the best way to give his nephew time to realize that he's on a dangerous path.",0,0,63.096,0,"Aang was upset about something, about to unleash his power, and Katara calmed him down by telling him and she and her brother (?) were his family now, and that they wouldn't let anything happen to him.",3,5,1,5,1,1,0,0,96.309,0,2,7,1,6,1,1,0,0,105.889,0,1,5,2,4,4,1,"She seems pretty wise, positioning herself as Aang ""big sister"" and as a kind of voice of reason when he needs to make an important decision",40,Female,no,no,I have no idea!,2,ANONYMIZED,1
29/06/2021 06:39,29/06/2021 07:11,ANONYMIZED,ANONYMIZED,100,1898,TRUE,29/06/2021 07:11,R_8cEfNWENzcET5IJ,ANONYMIZED,ANONYMIZED,ANONYMIZED,ANONYMIZED,ANONYMIZED,ANONYMIZED,anonymous,EN,1,240,Iroh,I do not know the answer to this question.,I do not know the answer to this question.,A tropical archipelago and a swamp,I do not know the answer to this question.,I do not know the answer to this question.,,,0,0,63.654,0,"The nephew thinks he has found the location of the avatar because of the light, Iroh tries to explain that he's been wrong about finding the avatar before and tries to get the nephew (forgot his name) to chill.",2,4,2,4,1,5,0,0,92.917,0,2,4,1,6,1,4,0,0,111.27,0,6,3,1,3,1,7,"He is wise in an offhand way...I get what he is trying to do in these 3 scenes...try and calm his nephew and make him not so angry or act out too quickly. In that way I think he is wise because he sees the flaw in the way his nephew approaches his goals. He sees that overreacting will get you nowhere. I feel this is wise, but not wise in a really deep sense. Wise with a big helping of life experince.",0,0,72.738,0,"Ang was angry and flying, Katara calmed him down by reassuring him he had a family in her and the other kid",1,7,1,7,1,1,0,0,105.621,0,1,7,1,6,1,1,0,0,114.766,0,2,7,3,5,7,6,"I think Katara is wise. In all of the scenes she is able to see the larger picture of what is going on (i.e acorns to restore damaged place)and is able to convince Ang to see what she is seeing. She doesn't bully or manipulate him into agreeing, but she shows him what could be if he just stops to think about what she's saying. In this way, I think she is wise.",53,Female,Very interesting study. ,No technical issues,"Hard to say...but my thoughts go to how we interpret ""wise""...what it means to be wise, and is it more male/female, young/old? You might expect more people think older men are wiser than a young girl. But for me I think I came to the conclusion that the girl was more wise because she lacked life experience. Neat stuff.",1,ANONYMIZED,1
29/06/2021 06:49,29/06/2021 07:11,ANONYMIZED,ANONYMIZED,100,1334,TRUE,29/06/2021 07:11,R_e9Ttpu9Iv8uheFP,ANONYMIZED,ANONYMIZED,ANONYMIZED,ANONYMIZED,ANONYMIZED,ANONYMIZED,anonymous,EN,1,241,Aang,Katara and Sokka,I do not know the answer to this question.,I do not know the answer to this question.,I do not know the answer to this question.,I do not know the answer to this question.,,,3.822,59.701,61.232,4,Nephew wanted to go towards light. Uncle wanted to relax and have tea.,3,3,3,4,3,3,1.093,84.537,85.4,4,4,3,4,4,2,3,2.352,102.412,103.196,4,4,3,3,4,3,3,Wise because he wants to enjoy life. Perhaps unwise in his search for avatar,1.2,1.2,61.409,2,Katara being comforting,2,5,1,5,2,2,1.175,90.521,91.14,4,2,5,2,6,2,2,1.111,1.111,102.389,1,4,6,4,5,5,3,Wise. She was comforting and strong. These traits make you wise.  She defended her friend and did not let him lose out on something important to him. A great friend,54,Female,,,,1,ANONYMIZED,1
29/06/2021 06:55,29/06/2021 07:13,ANONYMIZED,ANONYMIZED,100,1118,TRUE,29/06/2021 07:13,R_24Mn4WQfCB8zZgr,ANONYMIZED,ANONYMIZED,ANONYMIZED,ANONYMIZED,ANONYMIZED,ANONYMIZED,anonymous,EN,2,242,Aang,I do not know the answer to this question.,"They are reincarnated from the previous Avatar, cycling between Nations over time.",I do not know the answer to this question.,I do not know the answer to this question.,I do not know the answer to this question.,,"Sorry, I only saw the original movie in theaters. I never saw the series, so I don't know the answers to these questions.",2.886,59.113,62.99,3,"Iroh patiently strategizes with the lotus cards, in search of the latest find in the next village.",3,5,3,6,3,4,37.1,37.1,86.704,1,4,3,3,4,2,3,50.776,110.786,111.441,2,2,7,3,7,2,3,"Iroh is an opportunist and optimist, which gives him more of a ""wise"" slant. He seems very patient, and strategy-oriented. Iroh often relaxes during high-pressure moments. This is a nice dichotomy.",18.233,49.797,65.357,2,Katara and friend reassured the last air bender they were family.,1,6,1,6,2,1,0,0,92.62,0,1,6,1,7,1,1,25.616,25.616,120.091,1,3,6,3,5,3,4,Katara uses very wise methods to coax the young avatar into better moods. She points out a different perspective to each situation.,54,Female,I enjoyed the clips. Thank you!,,projecting our personalities onto the characters? perception of emotion? empathy and personality?,2,ANONYMIZED,1
